"Accepted Symbol","Synonym Symbol","Scientific Name","Genus","Family","Family Common Name","Order","Class","Division","Kingdom"
"HOLAC","","Holacantha","Holacantha","Simaroubaceae","Quassia family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"HOLAR","","Holarrhena","Holarrhena","Apocynaceae","Dogbane family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"HOLCU","","Holcus","Holcus","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"HOLLI","","Hollisteria","Hollisteria","Polygonaceae","Buckwheat family","Polygonales","Magnoliopsida","Magnoliophyta","Plantae"
"HOLMG","","Holmgrenanthe","Holmgrenanthe","Scrophulariaceae","Figwort family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"HOLMS","","Holmskioldia","Holmskioldia","Verbenaceae","Verbena family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"HOLOC","","Holocarpha","Holocarpha","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"HOLOD","","Holodiscus","Holodiscus","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"HOLOG3","","Holographis","Holographis","Acanthaceae","Acanthus family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"HOLOS","","Holosteum","Holosteum","Caryophyllaceae","Pink family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"HOLOZ","","Holozonia","Holozonia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"HOMAL3","","Homalia","Homalia","Neckeraceae","","Leucodontales","Bryopsida","Bryophyta","Plantae"
"HOMAL7","","Homaliadelphus","Homaliadelphus","Neckeraceae","","Leucodontales","Bryopsida","Bryophyta","Plantae"
"HOMAL","","Homalium","Homalium","Flacourtiaceae","Flacourtia family","Violales","Magnoliopsida","Magnoliophyta","Plantae"
"HOMAL2","","Homalocladium","Homalocladium","Polygonaceae","Buckwheat family","Polygonales","Magnoliopsida","Magnoliophyta","Plantae"
"HOMAL8","","Homalomena","Homalomena","Araceae","Arum family","Arales","Liliopsida","Magnoliophyta","Plantae"
"HOMAL4","","Homalotheciella","Homalotheciella","Brachytheciaceae","Brachythecium moss family","Hypnales","Bryopsida","Bryophyta","Plantae"
"HOMAL5","","Homalothecium","Homalothecium","Brachytheciaceae","Brachythecium moss family","Hypnales","Bryopsida","Bryophyta","Plantae"
"HOMOL","","Homolepis","Homolepis","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"HOMOM","","Homomallium","Homomallium","Hypnaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"HOMOP","","Homopholis","Homopholis","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"HOMOS","","Homostegia","Homostegia","Uncertain Ascomycota Family","","Uncertain Ascomycota Order","Uncertain Ascomycota Class","Ascomycota","Fungi"
"HONCK","","Honckenya","Honckenya","Caryophyllaceae","Pink family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"HOOKE","","Hookeria","Hookeria","Hookeriaceae","","Hookeriales","Bryopsida","Bryophyta","Plantae"
"HOPEA","","Hopea","Hopea","Dipterocarpaceae","Meranti family","Theales","Magnoliopsida","Magnoliophyta","Plantae"
"HORDE2","","Hordelymus","Hordelymus","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"HORDE","","Hordeum","Hordeum","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"HORKE","","Horkelia","Horkelia","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"HORKE2","","Horkeliella","Horkeliella","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"HORNU","","Hornungia","Hornungia","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"HORSF2","","Horsfieldia","Horsfieldia","Myristicaceae","Nutmeg family","Magnoliales","Magnoliopsida","Magnoliophyta","Plantae"
"HORSF","","Horsfordia","Horsfordia","Malvaceae","Mallow family","Malvales","Magnoliopsida","Magnoliophyta","Plantae"
"HOSTA","","Hosta","Hosta","Liliaceae","Lily family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"HOTTO","","Hottonia","Hottonia","Primulaceae","Primrose family","Primulales","Magnoliopsida","Magnoliophyta","Plantae"
"HOUST","","Houstonia","Houstonia","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"HOUTT","","Houttuynia","Houttuynia","Saururaceae","Lizard's-tail family","Piperales","Magnoliopsida","Magnoliophyta","Plantae"
"HOVEN","","Hovenia","Hovenia","Rhamnaceae","Buckthorn family","Rhamnales","Magnoliopsida","Magnoliophyta","Plantae"
"HOWEI","","Howeia","Howeia","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"HOWEL3","","Howellanthus","Howellanthus","Hydrophyllaceae","Waterleaf family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"HOWEL","","Howellia","Howellia","Campanulaceae","Bellflower family","Campanulales","Magnoliopsida","Magnoliophyta","Plantae"
"HOWEL2","","Howelliella","Howelliella","Scrophulariaceae","Figwort family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"HOYA","","Hoya","Hoya","Asclepiadaceae","Milkweed family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"HUDSO","","Hudsonia","Hudsonia","Cistaceae","Rock-rose family","Violales","Magnoliopsida","Magnoliophyta","Plantae"
"HULSE","","Hulsea","Hulsea","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"HULTE","","Hulteniella","Hulteniella","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"HUMUL","","Humulus","Humulus","Cannabaceae","Hemp family","Urticales","Magnoliopsida","Magnoliophyta","Plantae"
"HUNNE","","Hunnemannia","Hunnemannia","Papaveraceae","Poppy family","Papaverales","Magnoliopsida","Magnoliophyta","Plantae"
"HUNZI","","Hunzikeria","Hunzikeria","Solanaceae","Potato family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"HUPER","","Huperzia","Huperzia","Lycopodiaceae","Club-moss family","Lycopodiales","Lycopodiopsida","Lycopodiophyta","Plantae"
"HURA","","Hura","Hura","Euphorbiaceae","Spurge family","Euphorbiales","Magnoliopsida","Magnoliophyta","Plantae"
"HYACI","","Hyacinthoides","Hyacinthoides","Liliaceae","Lily family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"HYACI2","","Hyacinthus","Hyacinthus","Liliaceae","Lily family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"HYBAN","","Hybanthus","Hybanthus","Violaceae","Violet family","Violales","Magnoliopsida","Magnoliophyta","Plantae"
"HYDNO","","Hydnocarpus","Hydnocarpus","Flacourtiaceae","Flacourtia family","Violales","Magnoliopsida","Magnoliophyta","Plantae"
"HYDNO3","","Hydnophytum","Hydnophytum","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"HYDRA","","Hydrangea","Hydrangea","Hydrangeaceae","Hydrangea family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"HYDRA2","","Hydrastis","Hydrastis","Ranunculaceae","Buttercup family","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae"
"HYDRI","","Hydrilla","Hydrilla","Hydrocharitaceae","Tape-grass family","Hydrocharitales","Liliopsida","Magnoliophyta","Plantae"
"HYDRO8","","Hydrocharis","Hydrocharis","Hydrocharitaceae","Tape-grass family","Hydrocharitales","Liliopsida","Magnoliophyta","Plantae"
"HYDRO6","","Hydrocleys","Hydrocleys","Limnocharitaceae","Water-poppy family","Alismatales","Liliopsida","Magnoliophyta","Plantae"
"HYDRO2","","Hydrocotyle","Hydrocotyle","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"HYDRO3","","Hydrolea","Hydrolea","Hydrophyllaceae","Waterleaf family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"HYDRO10","","Hydrophylax","Hydrophylax","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"HYDRO4","","Hydrophyllum","Hydrophyllum","Hydrophyllaceae","Waterleaf family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"HYDRO9","","Hydrothyria","Hydrothyria","Peltigeraceae","","Peltigerales","Ascomycetes","Ascomycota","Fungi"
"HYERO","","Hyeronima","Hyeronima","Euphorbiaceae","Spurge family","Euphorbiales","Magnoliopsida","Magnoliophyta","Plantae"
"HYGRO5","","Hygroamblystegium","Hygroamblystegium","Amblystegiaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"HYGRO3","","Hygrobiella","Hygrobiella","Cephaloziaceae","","Jungermanniales","Hepaticopsida","Hepaticophyta","Plantae"
"HYGRO2","","Hygrohypnum","Hygrohypnum","Amblystegiaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"HYGRO","","Hygrophila","Hygrophila","Acanthaceae","Acanthus family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"HYGRO7","","Hygroryza","Hygroryza","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"HYLOC","","Hylocereus","Hylocereus","Cactaceae","Cactus family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"HYLOC3","","Hylocomiastrum","Hylocomiastrum","Hylocomiaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"HYLOC2","","Hylocomium","Hylocomium","Hylocomiaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"HYLOT","","Hylotelephium","Hylotelephium","Crassulaceae","Stonecrop family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"HYMEN8","","Hymenachne","Hymenachne","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"HYMEN","","Hymenaea","Hymenaea","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"HYMEN10","","Hymenelia","Hymenelia","Hymeneliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"HYMEN2","","Hymenocallis","Hymenocallis","Liliaceae","Lily family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"HYMEN12","","Hymenocarpos","Hymenocarpos","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"HYMEN3","","Hymenoclea","Hymenoclea","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"HYMEN4","","Hymenopappus","Hymenopappus","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"HYMEN5","","Hymenophyllum","Hymenophyllum","Hymenophyllaceae","Filmy Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"HYMEN13","","Hymenosporum","Hymenosporum","Pittosporaceae","Pittosporum family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"HYMEN11","","Hymenostylium","Hymenostylium","Pottiaceae","","Pottiales","Bryopsida","Bryophyta","Plantae"
"HYMEN6","","Hymenothrix","Hymenothrix","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"HYMEN7","","Hymenoxys","Hymenoxys","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"HYOPH","","Hyophila","Hyophila","Pottiaceae","","Pottiales","Bryopsida","Bryophyta","Plantae"
"HYOSC","","Hyoscyamus","Hyoscyamus","Solanaceae","Potato family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"HYPAR","","Hyparrhenia","Hyparrhenia","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"HYPEC","","Hypecoum","Hypecoum","Fumariaceae","Fumitory family","Papaverales","Magnoliopsida","Magnoliophyta","Plantae"
"HYPEL","","Hypelate","Hypelate","Sapindaceae","Soapberry family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"HYPER2","","Hyperbaena","Hyperbaena","Menispermaceae","Moonseed family","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae"
"HYPER","","Hypericum","Hypericum","Clusiaceae","Mangosteen family","Theales","Magnoliopsida","Magnoliophyta","Plantae"
"HYPER3","","Hyperphyscia","Hyperphyscia","Physciaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"HYPHA","","Hyphaene","Hyphaene","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"HYPNU2","","Hypnum","Hypnum","Hypnaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"HYPOC2","","Hypocenomyce","Hypocenomyce","Lecideaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"HYPOC","","Hypochaeris","Hypochaeris","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"HYPOD","","Hypoderris","Hypoderris","Dryopteridaceae","Wood Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"HYPOE","","Hypoestes","Hypoestes","Acanthaceae","Acanthus family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"HYPOG2","","Hypogymnia","Hypogymnia","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"HYPOG","","Hypogynium","Hypogynium","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"HYPOL","","Hypolepis","Hypolepis","Dennstaedtiaceae","Bracken Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"HYPOL2","","Hypolytrum","Hypolytrum","Cyperaceae","Sedge family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"HYPOP3","","Hypopterygium","Hypopterygium","Hypopterygiaceae","","Bryales","Bryopsida","Bryophyta","Plantae"
"HYPOT2","","Hypotrachyna","Hypotrachyna","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"HYPOX","","Hypoxis","Hypoxis","Liliaceae","Lily family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"HYPTI","","Hyptis","Hyptis","Lamiaceae","Mint family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"HYSSO","","Hyssopus","Hyssopus","Lamiaceae","Mint family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"IBERI","","Iberis","Iberis","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"IBERV","","Ibervillea","Ibervillea","Cucurbitaceae","Cucumber family","Violales","Magnoliopsida","Magnoliophyta","Plantae"
"IBICE","","Ibicella","Ibicella","Pedaliaceae","Sesame family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"ICACI","","Icacina","Icacina","Icacinaceae","Icacina family","Celastrales","Magnoliopsida","Magnoliophyta","Plantae"
"ICHNA","","Ichnanthus","Ichnanthus","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ICMAD","","Icmadophila","Icmadophila","Baeomycetaceae","","Leotiales","Ascomycetes","Ascomycota","Fungi"
"IDAHO","","Idahoa","Idahoa","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"IDESI","","Idesia","Idesia","Flacourtiaceae","Flacourtia family","Violales","Magnoliopsida","Magnoliophyta","Plantae"
"ILEX","","Ilex","Ilex","Aquifoliaceae","Holly family","Celastrales","Magnoliopsida","Magnoliophyta","Plantae"
"ILIAM","","Iliamna","Iliamna","Malvaceae","Mallow family","Malvales","Magnoliopsida","Magnoliophyta","Plantae"
"ILLEC","","Illecebrum","Illecebrum","Caryophyllaceae","Pink family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ILLIC","","Illicium","Illicium","Illiciaceae","Star-anise family","Illiciales","Magnoliopsida","Magnoliophyta","Plantae"
"ILLOS","","Illosporium","Illosporium","Uncertain Ascomycota Family","","Uncertain Ascomycota Order","Uncertain Ascomycota Class","Ascomycota","Fungi"
"IMMER","","Immersaria","Immersaria","Porpidiaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"IMPAT","","Impatiens","Impatiens","Balsaminaceae","Touch-me-not family","Geraniales","Magnoliopsida","Magnoliophyta","Plantae"
"IMPER","","Imperata","Imperata","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"IMSHA2","","Imshaugia","Imshaugia","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"INCAR","","Incarvillea","Incarvillea","Bignoniaceae","Trumpet-creeper family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"INDIG","","Indigofera","Indigofera","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"INDUS","","Indusiella","Indusiella","Grimmiaceae","","Grimmiales","Bryopsida","Bryophyta","Plantae"
"INGA","","Inga","Inga","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"INOCA","","Inocarpus","Inocarpus","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"INTSI","","Intsia","Intsia","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"INULA","","Inula","Inula","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"IOCHR","","Iochroma","Iochroma","Solanaceae","Potato family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"IODAN","","Iodanthus","Iodanthus","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"IONAC","","Ionactis","Ionactis","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"IONAS","","Ionaspis","Ionaspis","Hymeneliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"IONOP3","","Ionopsidium","Ionopsidium","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"IONOP2","","Ionopsis","Ionopsis","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"IPOMO","","Ipomoea","Ipomoea","Convolvulaceae","Morning-glory family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"IPOMO2","","Ipomopsis","Ipomopsis","Polemoniaceae","Phlox family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"IRESI","","Iresine","Iresine","Amaranthaceae","Amaranth family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"IRIS","","Iris","Iris","Iridaceae","Iris family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"ISACH","","Isachne","Isachne","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ISATI","","Isatis","Isatis","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"ISCHA","","Ischaemum","Ischaemum","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ISEIL","","Iseilema","Iseilema","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ISOCA","","Isocarpha","Isocarpha","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ISOCH","","Isochilus","Isochilus","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"ISOCO","","Isocoma","Isocoma","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ISODE","","Isodendrion","Isodendrion","Violaceae","Violet family","Violales","Magnoliopsida","Magnoliophyta","Plantae"
"ISOET","","Isoetes","Isoetes","Isoetaceae","Quillwort family","Isoetales","Lycopodiopsida","Lycopodiophyta","Plantae"
"ISOLE","","Isolepis","Isolepis","Cyperaceae","Sedge family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ISOPO","","Isopogon","Isopogon","Proteaceae","Protea family","Proteales","Magnoliopsida","Magnoliophyta","Plantae"
"ISOPT2","","Isopterygiopsis","Isopterygiopsis","Hypnaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"ISOPT3","","Isopterygium","Isopterygium","Hypnaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"ISOTH","","Isothecium","Isothecium","Brachytheciaceae","Brachythecium moss family","Hypnales","Bryopsida","Bryophyta","Plantae"
"ISOTR","","Isotria","Isotria","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"ITEA","","Itea","Itea","Grossulariaceae","Currant family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"IVA","","Iva","Iva","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"IVESI","","Ivesia","Ivesia","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"IWATS","","Iwatsukiella","Iwatsukiella","Pterigynandraceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"IXERI","","Ixeris","Ixeris","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"IXIA","","Ixia","Ixia","Iridaceae","Iris family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"IXOPH","","Ixophorus","Ixophorus","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"IXORA","","Ixora","Ixora","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
